Package,Item,Title,Rows,Cols,has_logical,has_binary,has_numeric,has_character,CSV,Doc
Ecdat,Treatment,Evaluating Treatment Effect of Training on Earnings,2675,10,TRUE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Tuna,Choice of Brand for Tuna,13705,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,UnempDur,Unemployment Duration,3343,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Unemployment,Unemployment Duration,452,12,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,University,Provision of University Teaching and Research,62,17,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,USclassifiedDocuments,Official Secrecy of the United States Government,29,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,USFinanceIndustry,US Finance Industry Profits,84,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,USGDPpresidents,US GDP per capita with presidents and wars,259,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,USstateAbbreviations,Standard abbreviations for states of the United States,76,10,FALSE,FALSE,FALSE,TRUE,CSV,DOC
Ecdat,UStaxWords,Number of Words in US Tax Law,7,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,VietNamH,Medical Expenses in Viet-nam (household Level),5999,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,VietNamI,Medical Expenses in Viet-nam (individual Level),27765,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Wages,Panel Datas of Individual Wages,4165,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Wages1,"Wages, Experience and Schooling",3294,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Workinghours,Wife Working Hours,3382,12,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,Yen,Yen-dollar Exchange Rate,778,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Yogurt,Choice of Brand for Yogurts,2412,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
evir,bmw,Daily Log Returns on BMW Share Price,6146,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
evir,danish,Danish Fire Insurance Claims,2167,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
evir,nidd.annual,The River Nidd Data,35,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
evir,nidd.thresh,The River Nidd Data,154,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
evir,siemens,Daily Log Returns on Siemens Share Price,6146,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
evir,sp.raw,SP Data to June 1993,8415,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
evir,spto87,SP Return Data to October 1987,6985,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
forecast,gas,Australian monthly gas production,476,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
forecast,gold,Daily morning gold prices,1108,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
forecast,taylor,Half-hourly electricity demand,4032,1,FALSE,FALSE,FALSE,FALSE,CSV,DOC
forecast,wineind,Australian total wine sales,176,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
forecast,woolyrnq,Quarterly production of woollen yarn in Australia,119,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,a10,Monthly anti-diabetic drug sales in Australia from 1991 to 2008.,204,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,arrivals,International Arrivals to Australia,127,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,ausair,Air Transport Passengers Australia,47,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,ausbeer,Quarterly Australian Beer production,218,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,auscafe,Monthly expenditure on eating out in Australia,426,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,austa,International visitors to Australia,36,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,austourists,International Tourists to Australia: Total visitor nights.,68,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,calls,Call volume for a large North American bank,27716,1,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,debitcards,Retail debit card usage in Iceland.,164,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,departures,Total monthly departures from Australia,498,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,elecdaily,"Half-hourly and daily electricity demand for Victoria, Australia, in 2014",365,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
fpp2,elecdemand,"Half-hourly and daily electricity demand for Victoria, Australia, in 2014",17520,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
fpp2,elecequip,Electrical equipment manufactured in the Euro area.,195,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,elecsales,Electricity sales to residential customers in South Australia.,20,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,euretail,Quarterly retail trade: Euro area.,64,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,gasoline,US finished motor gasoline product supplied.,1355,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,goog,Daily closing stock prices of Google Inc,1000,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,goog200,Daily closing stock prices of Google Inc,200,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,guinearice,Rice production (Guinea),42,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,h02,Monthly corticosteroid drug sales in Australia from July 1991 to June 2008.,204,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,hyndsight,Daily pageviews for the Hyndsight blog. 30 April 2014 to 29 April 2015.,365,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,insurance,Insurance quotations and advertising expenditure.,40,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,livestock,"Livestock (sheep) in Asia, 1961-2007.",47,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,marathon,Boston marathon winning times since 1897,120,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,maxtemp,"Maximum annual temperatures at Moorabbin Airport, Melbourne",46,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,melsyd,"Total weekly air passenger numbers on Ansett airline flights between Melbourne and Sydney, 1987-1992.",283,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,mens400,Winning times in Olympic men's 400m track final. 1896-2016.,31,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,oil,Annual oil production in Saudi Arabia,49,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,prison,prison,48,32,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,prisonLF,prison,1536,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
fpp2,qauselec,Quarterly Australian Electricity production,218,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,qcement,Quarterly Australian Portland Cement production,233,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,qgas,Quarterly Australian Gas Production,218,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,sunspotarea,Annual average sunspot area (1875-2015),141,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,uschange,Growth rates of personal consumption and personal income in the USA.,187,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,usmelec,Electricity monthly total net generation. January 1973 - June 2013.,486,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
fpp2,visnights,Quarterly visitor nights for various regions of Australia.,76,20,FALSE,FALSE,TRUE,FALSE,CSV,DOC
fpp2,wmurders,"Annual female murder rate (per 100,000 standard population) in the USA. 1950-2004.",55,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
gamclass,airAccs,Aircraft Crash data,5666,7,FALSE,FALSE,FALSE,FALSE,CSV,DOC
gamclass,bronchitis,Chronic bronchitis in a sample of men in Cardiff,212,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
gamclass,cvalues,Historical speed of light measurements,9,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
gamclass,FARS,"US fatal road accident data for automobiles, 1998 to 2010",151158,17,FALSE,FALSE,TRUE,TRUE,CSV,DOC
gamclass,fars2007,"US fatal road accident data, 2007 and 2008",72548,24,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gamclass,fars2008,"US fatal road accident data, 2007 and 2008",64881,24,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gamclass,FARSmiss,Summary information on records omitted from the 'FARS' dataset,51,91,FALSE,FALSE,TRUE,FALSE,CSV,DOC
gamclass,german,German credit scoring data,1000,21,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gamclass,loti,Global temperature anomalies,131,19,FALSE,FALSE,FALSE,FALSE,CSV,DOC
gap,aldh2,ALDH2 markers and Alcoholism,263,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
gap,apoeapoc,APOE/APOC1 markers and Alzheimer's,353,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
gap,cf,Cystic fibrosis data,186,24,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gap,crohn,Crohn's disease data,387,212,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gap,fa,Friedreich Ataxia data,127,13,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gap,fsnps,A case-control data involving four SNPs with missing genotype,432,10,FALSE,FALSE,FALSE,FALSE,CSV,DOC
gap,hla,The HLA data,271,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
gap,l51,An example pedigree data,51,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
gap,lukas,An example pedigree,85,4,FALSE,TRUE,FALSE,TRUE,CSV,DOC
gap,mao,A study of Parkinson's disease and MAO gene,340,19,FALSE,TRUE,TRUE,TRUE,CSV,DOC
gap,meyer,A pedigree data on 282 animals deriving from two generations,306,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gap,mfblong,Example data for ACEnucfam,3000,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
gap,nep499,A study of Alzheimer's disease with eight SNPs and APOE,499,23,FALSE,TRUE,FALSE,FALSE,CSV,DOC
gap,PD,"A study of Parkinson's disease and APOE, LRRK2, SNCA makers",825,22,FALSE,TRUE,TRUE,TRUE,CSV,DOC
geepack,dietox,Growth curves of pigs in a 3x3 factorial experiment,861,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
geepack,koch,Ordinal Data from Koch,288,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
geepack,ohio,Ohio Children Wheeze Status,2148,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
geepack,respdis,Clustered Ordinal Respiratory Disorder,111,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
geepack,respiratory,Data from a clinical trial comparing two treatments for a respiratory illness,444,8,FALSE,TRUE,FALSE,FALSE,CSV,DOC
geepack,seizure,Epiliptic Seizures,59,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
geepack,sitka89,Growth of Sitka Spruce Trees,632,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
geepack,spruce,Log-size of 79 Sitka spruce trees,1027,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ggplot2,diamonds,"Prices of 50,000 round cut diamonds",53940,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ggplot2,economics,US economic time series,574,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ggplot2,economics_long,US economic time series,2870,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ggplot2,faithfuld,2d density estimate of Old Faithful data,5625,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ggplot2,luv_colours,'colors()' in Luv space,657,4,FALSE,FALSE,TRUE,TRUE,CSV,DOC
ggplot2,midwest,Midwest demographics,437,28,FALSE,TRUE,TRUE,TRUE,CSV,DOC
ggplot2,mpg,Fuel economy data from 1999 and 2008 for 38 popular models of car,234,11,FALSE,TRUE,TRUE,TRUE,CSV,DOC
ggplot2,msleep,An updated and expanded version of the mammals sleep dataset,83,11,FALSE,FALSE,TRUE,TRUE,CSV,DOC
ggplot2,presidential,Terms of 11 presidents from Eisenhower to Obama,11,4,FALSE,TRUE,FALSE,TRUE,CSV,DOC
ggplot2,seals,Vector field of seal movements,1155,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ggplot2,txhousing,Housing sales in TX,8602,9,FALSE,FALSE,TRUE,TRUE,CSV,DOC
HistData,Arbuthnot,Arbuthnot's data on male and female birth ratios in London from 1629-1710.,82,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Armada,La Felicisima Armada,10,11,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Bowley,"Bowley's data on values of British and Irish trade, 1855-1899",45,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Cavendish,Cavendish's Determinations of the Density of the Earth,29,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,ChestSizes,Chest measurements of 5738 Scottish Militiamen,16,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Cholera,"William Farr's Data on Cholera in London, 1849",38,15,FALSE,FALSE,TRUE,TRUE,CSV,DOC
HistData,CushnyPeebles,Cushny-Peebles Data: Soporific Effects of Scopolamine Derivatives,11,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,CushnyPeeblesN,Cushny-Peebles Data: Soporific Effects of Scopolamine Derivatives,11,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Dactyl,Edgeworth's counts of dactyls in Virgil's Aeneid,60,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,DrinksWages,Elderton and Pearson's (1910) data on drinking and wages,70,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Fingerprints,Waite's data on Patterns in Fingerprints,36,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Galton,Galton's data on the heights of parents and their children,928,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,GaltonFamilies,"Galton's data on the heights of parents and their children, by child",934,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HistData,Guerry,"Data from A.-M. Guerry, ""Essay on the Moral Statistics of France""",86,23,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,HalleyLifeTable,Halley's Life Table,84,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Jevons,W. Stanley Jevons' data on numerical discrimination,50,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Langren.all,van Langren's Data on Longitude Distance between Toledo and Rome,61,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HistData,Langren1644,van Langren's Data on Longitude Distance between Toledo and Rome,12,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HistData,Macdonell,"Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)",924,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,MacdonellDF,"Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)",3000,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Michelson,Michelson's Determinations of the Velocity of Light,100,1,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,MichelsonSets,Michelson's Determinations of the Velocity of Light,20,5,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Minard.cities,Data from Minard's famous graphic map of Napoleon's march on Moscow,20,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Minard.temp,Data from Minard's famous graphic map of Napoleon's march on Moscow,9,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Minard.troops,Data from Minard's famous graphic map of Napoleon's march on Moscow,51,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HistData,Nightingale,Florence Nightingale's data on deaths from various causes in the Crimean War,24,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,OldMaps,Latitudes and Longitudes of 39 Points in 11 Old Maps,468,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,PearsonLee,Pearson and Lee's data on the heights of parents and children classified by gender,746,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HistData,PolioTrials,Polio Field Trials Data,8,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HistData,Prostitutes,Parent-Duchatelet's time-series data on the number of prostitutes in Paris,516,5,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Pyx,Trial of the Pyx,72,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,Quarrels,Statistics of Deadly Quarrels,779,84,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HistData,Snow.dates,John Snow's Map and Data on the 1854 London Cholera Outbreak,44,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Snow.deaths,John Snow's Map and Data on the 1854 London Cholera Outbreak,578,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Snow.deaths2,John Snow's Map and Data on the 1854 London Cholera Outbreak,578,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Snow.pumps,John Snow's Map and Data on the 1854 London Cholera Outbreak,13,4,FALSE,FALSE,TRUE,TRUE,CSV,DOC
HistData,Snow.streets,John Snow's Map and Data on the 1854 London Cholera Outbreak,1241,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Virginis,John F. W. Herschel's Data on the Orbit of the Twin Stars gamma _Virginis_,18,6,FALSE,FALSE,TRUE,TRUE,CSV,DOC
HistData,Virginis.interp,John F. W. Herschel's Data on the Orbit of the Twin Stars gamma _Virginis_,14,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Wheat,Playfair's Data on Wages and the Price of Wheat,53,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HistData,Wheat.monarchs,Playfair's Data on Wages and the Price of Wheat,12,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HistData,Yeast,Student's (1906) Yeast Cell Counts,36,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,YeastD.mat,Student's (1906) Yeast Cell Counts,20,20,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HistData,ZeaMays,Darwin's Heights of Cross- and Self-fertilized Zea May Pairs,15,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,agefat,Total Body Composision Data,25,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,aspirin,Aspirin Data,7,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,BCG,BCG Vaccine Data,13,7,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HSAUR,birthdeathrates,Birth and Death Rates Data,69,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,bladdercancer,Bladder Cancer Data,31,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,BtheB,Beat the Blues Data,100,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,clouds,Cloud Seeding Data,24,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,CYGOB1,CYG OB1 Star Cluster Data,47,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,epilepsy,Epilepsy Data,236,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,Forbes2000,The Forbes 2000 Ranking of the World's Biggest Companies (Year 2004),2000,8,FALSE,FALSE,TRUE,TRUE,CSV,DOC
HSAUR,foster,Foster Feeding Experiment,61,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,GHQ,General Health Questionnaire,22,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,heptathlon,Olympic Heptathlon Seoul 1988,25,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,Lanza,Prevention of Gastointestinal Damages,198,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,mastectomy,Survival Times after Mastectomy of Breast Cancer Patients,44,3,TRUE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,meteo,Meteorological Measurements for 11 Years,11,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,orallesions,Oral Lesions in Rural India,24,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,phosphate,Phosphate Level Data,33,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,pistonrings,Piston Rings Failures,12,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,planets,Exoplanets Data,101,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,plasma,Blood Screening Data,32,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,polyps,Familial Andenomatous Polyposis,20,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,polyps3,Familial Andenomatous Polyposis,22,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,pottery,Romano-British Pottery Data,45,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,rearrests,Rearrests of Juvenile Felons,4,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,respiratory,Respiratory Illness Data,555,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,roomwidth,Students Estimates of Lecture Room Width,113,2,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,schizophrenia,Age of Onset of Schizophrenia Data,251,2,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,schizophrenia2,Schizophrenia Data,220,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,schooldays,Days not Spent at School,154,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,skulls,Egyptian Skulls,150,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,smoking,Nicotine Gum and Smoking Cessation,26,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HSAUR,students,Student Risk Taking,35,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
HSAUR,suicides,Crowd Baiting Behaviour and Suicides,4,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
HSAUR,toothpaste,Toothpaste Data,9,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,voting,House of Representatives Voting Data,15,15,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,water,Mortality and Water Hardness,61,4,FALSE,TRUE,FALSE,TRUE,CSV,DOC
HSAUR,watervoles,Water Voles Data,14,14,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,waves,Electricity from Wave Power at Sea,18,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
HSAUR,weightgain,Gain in Weight of Rats,40,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
HSAUR,womensrole,Womens Role in Society,42,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
hwde,IndianIrish,"Observed genotype frequencies at MN and S loci, for 2 populations",18,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
hwde,mendelABC,"Mendel's F2 trifactorial data for seed shape (A: round or wrinkled), cotyledon color (B: albumen yellow or green), and seed coat color (C: grey-brown or white)",27,4,FALSE,FALSE,TRUE,TRUE,CSV,DOC
ISLR,Auto,Auto Data Set,392,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ISLR,Caravan,The Insurance Company (TIC) Benchmark,5822,86,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Carseats,Sales of Child Car Seats,400,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,College,U.S. News and World Report's College Data,777,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Credit,Credit Card Balance Data,400,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Default,Credit Card Default Data,10000,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Hitters,Baseball Data,322,20,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,NCI60,NCI 60 Data,64,6831,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ISLR,OJ,Orange Juice Data,1070,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Portfolio,Portfolio Data,100,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
ISLR,Smarket,S&P Stock Market Data,1250,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Wage,Mid-Atlantic Wage Data,3000,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
ISLR,Weekly,Weekly S&P Stock Market Data,1089,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,aids,data from Section 1.19,295,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,alloauto,data from Section 1.9,101,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,allograft,"data from Exercise 13.1, p418",34,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,azt,"data from Exercise 4.7, p122",45,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,baboon,"data from Exercise 5.8, p147",152,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,bcdeter,data from Section 1.18,95,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,bfeed,data from Section 1.14,927,10,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,bmt,data from Section 1.3,137,22,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,bnct,"data from Exercise 7.7, p223",30,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,btrial,data from Section 1.5,45,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,burn,data from Section 1.6,154,18,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,channing,data from Section 1.16,462,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,drug6mp,data from Section 1.2,21,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,drughiv,"data from Exercise 7.6, p222",34,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,hodg,data from Section 1.10,43,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,kidney,data from Section 1.4,119,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,kidrecurr,Data on 38 individuals using a kidney dialysis machine,38,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,kidtran,data from Section 1.7,863,6,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,larynx,data from Section 1.8,90,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,lung,"data from Exercise 4.4, p120",25,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,pneumon,data from Section 1.13,3470,15,FALSE,TRUE,TRUE,FALSE,CSV,DOC
KMsurv,psych,data from Section 1.15,26,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,rats,"data from Exercise 7.13, p225",150,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,std,data from Section 1.12,877,24,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,stddiag,"data from Exercise 5.6, p146",25,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
KMsurv,tongue,data from Section 1.11,80,3,FALSE,TRUE,FALSE,FALSE,CSV,DOC
KMsurv,twins,"data from Exercise 7.14, p225",24,4,FALSE,TRUE,FALSE,FALSE,CSV,DOC
lattice,barley,Yield data from a Minnesota barley trial,120,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
